1	1
6	5	4	O
4	0	0	G	1
4	1	0	G	1
4	2	0	G	1
4	3	0	G	1
4	4	0	G	1
4	5	0	G	1
4	6	0	G	1
4	7	0	R	1
4	7	1	R	1
4	7	2	R	1
4	7	3	R	1
5	0	0	G	1
5	1	0	G	1
5	2	0	G	1
5	3	0	G	1
5	4	0	G	1
5	5	0	G	1
5	6	0	G	1
5	7	0	R	1
5	7	1	R	1
5	7	2	R	1
5	7	3	R	1
6	0	0	G	1
6	2	0	Y	1
6	2	1	B	1
6	3	0	G	1
6	4	0	G	1
6	5	0	Y	1
6	5	1	B	1
6	6	0	G	1
6	7	0	R	1
6	7	1	R	1
6	7	2	R	1
6	7	3	R	1
7	0	0	G	1
7	1	0	G	1
7	2	0	G	1
7	3	0	G	1
7	4	0	G	1
7	5	0	G	1
7	6	0	G	1
7	7	0	R	1
7	7	1	R	1
7	7	2	R	1
7	7	3	R	1

29	1
6	3	7	O
1	1	0	Y	1
1	1	1	G	1
1	1	2	X	2
1	5	0	Y	1
1	5	1	C	1
1	5	2	X	2
4	1	0	Y	1
4	1	1	R	1
4	1	2	X	2
4	5	0	Y	1
4	5	1	M	1
4	5	2	X	2
6	2	0	G	1
6	4	0	R	1
6	5	0	B	1

29	2
6	2	7	O
1	1	0	Y	1
1	1	1	G	1
1	1	2	X	2
1	5	0	Y	1
1	5	1	C	1
1	5	2	X	2
4	1	0	Y	1
4	1	1	R	1
4	1	2	X	2
4	5	0	Y	1
4	5	1	M	1
4	5	2	X	2
6	2	0	G	1
6	2	1	R	1
6	5	0	B	1

29	3
6	2	7	O
1	1	0	Y	1
1	1	1	G	1
1	1	2	X	2
1	5	0	Y	1
1	5	1	C	1
1	5	2	X	2
4	1	0	Y	1
4	1	1	R	1
4	5	0	Y	1
4	5	1	M	1
4	5	2	X	2
6	2	0	G	1
6	2	1	X	2
6	4	0	R	1
6	5	0	B	1

29	4
6	5	7	O
1	1	0	Y	1
1	1	1	G	1
1	1	2	X	2
1	5	0	Y	1
1	5	1	C	1
4	1	0	Y	1
4	1	1	R	1
4	1	2	X	2
4	5	0	Y	1
4	5	1	M	1
4	5	2	X	2
6	2	0	G	1
6	4	0	R	1
6	5	0	B	1
6	5	1	X	2

29	5
6	4	7	O
1	1	0	Y	1
1	1	1	G	1
1	5	0	Y	1
1	5	1	C	1
1	5	2	X	2
4	1	0	Y	1
4	1	1	R	1
4	1	2	X	2
4	5	0	Y	1
4	5	1	M	1
4	5	2	X	2
6	2	0	G	1
6	4	0	R	1
6	4	1	X	2
6	5	0	B	1

30	1
5	4	7	O
1	6	0	R	1
2	6	0	B	1
3	2	0	G	1
3	3	0	B	1
6	5	0	W	1
6	6	0	B	1

30	2
2	6	7	C
1	6	0	R	1
2	6	7	B	1
3	2	0	G	1
3	3	0	B	1
6	5	0	W	1
6	6	0	B	1

30	3
6	6	7	C
1	6	0	R	1
2	6	0	B	1
3	2	0	G	1
3	3	0	B	1
6	5	0	W	1
6	6	7	B	1

30	4
3	3	2	C
1	6	0	R	1
2	6	0	B	1
3	2	0	G	1
3	3	2	B	1
6	5	0	W	1
6	6	0	B	1

30	5
3	2	6	C
1	6	0	R	1
2	6	0	B	1
3	2	6	G	1
3	3	0	B	1
6	5	0	W	1
6	6	0	B	1

31	1
7	7	7	O
0	0	0	Y	1
0	7	0	Y	1
1	1	0	Y	1
1	6	0	Y	1
2	2	0	Y	1
2	5	0	Y	1
3	3	0	Y	1
3	3	1	R	1
3	3	2	G	1
3	4	0	Y	1
3	4	1	R	1
3	4	2	G	1
4	3	0	Y	1
4	3	1	R	1
4	3	2	G	1
4	4	0	Y	1
4	4	1	R	1
4	4	2	G	1
5	2	0	Y	1
5	5	0	Y	1
6	1	0	Y	1
6	6	0	Y	1
7	0	0	Y	1
7	7	0	Y	1
7	7	1	C	2

31	2
0	0	7	O
0	0	0	Y	1
0	0	1	C	2
0	7	0	Y	1
1	1	0	Y	1
1	6	0	Y	1
2	2	0	Y	1
2	5	0	Y	1
3	3	0	Y	1
3	3	1	R	1
3	3	2	G	1
3	4	0	Y	1
3	4	1	R	1
3	4	2	G	1
4	3	0	Y	1
4	3	1	R	1
4	3	2	G	1
4	4	0	Y	1
4	4	1	R	1
4	4	2	G	1
5	2	0	Y	1
5	5	0	Y	1
6	1	0	Y	1
6	6	0	Y	1
7	0	0	Y	1
7	7	0	Y	1

31	3
0	7	7	O
0	0	0	Y	1
0	7	0	Y	1
0	7	1	C	2
1	1	0	Y	1
1	6	0	Y	1
2	2	0	Y	1
2	5	0	Y	1
3	3	0	Y	1
3	3	1	R	1
3	3	2	G	1
3	4	0	Y	1
3	4	1	R	1
3	4	2	G	1
4	3	0	Y	1
4	3	1	R	1
4	3	2	G	1
4	4	0	Y	1
4	4	1	R	1
4	4	2	G	1
5	2	0	Y	1
5	5	0	Y	1
6	1	0	Y	1
6	6	0	Y	1
7	0	0	Y	1
7	7	0	Y	1

31	4
7	0	7	O
0	0	0	Y	1
0	7	0	Y	1
1	1	0	Y	1
1	6	0	Y	1
2	2	0	Y	1
2	5	0	Y	1
3	3	0	Y	1
3	3	1	R	1
3	3	2	G	1
3	4	0	Y	1
3	4	1	R	1
3	4	2	G	1
4	3	0	Y	1
4	3	1	R	1
4	3	2	G	1
4	4	0	Y	1
4	4	1	R	1
4	4	2	G	1
5	2	0	Y	1
5	5	0	Y	1
6	1	0	Y	1
6	6	0	Y	1
7	0	0	Y	1
7	0	1	C	2
7	7	0	Y	1

31	5
4	3	7	O
0	0	0	Y	1
0	7	0	Y	1
1	1	0	Y	1
1	6	0	Y	1
2	2	0	Y	1
2	5	0	Y	1
3	3	0	Y	1
3	3	1	R	1
3	3	2	G	1
3	4	0	Y	1
3	4	1	R	1
3	4	2	G	1
4	3	0	Y	1
4	3	1	R	1
4	3	2	G	1
4	3	3	C	2
4	4	0	Y	1
4	4	1	R	1
4	4	2	G	1
5	2	0	Y	1
5	5	0	Y	1
6	1	0	Y	1
6	6	0	Y	1
7	0	0	Y	1
7	7	0	Y	1

32	1
6	3	7	O
2	3	0	R	1
2	5	0	R	1
4	3	0	G	1
4	5	0	G	1
6	5	0	B	2

32	2
4	5	7	O
2	3	0	R	1
2	5	0	R	1
4	3	0	G	1
4	5	0	G	1
4	5	1	B	2

32	3
4	3	7	O
2	3	0	R	1
2	5	0	R	1
4	3	0	G	1
4	3	1	B	2
4	5	0	G	1

32	4
2	3	7	O
2	3	0	R	1
2	3	1	B	2
2	5	0	R	1
4	3	0	G	1
4	5	0	G	1

32	5
2	5	6	O
2	3	0	R	1
2	5	0	R	1
2	5	1	B	2
4	3	0	G	1
4	5	0	G	1

33	1
5	6	7	O
1	3	0	X	1
1	3	1	R	1
1	3	2	X	1
1	4	0	X	1
1	4	1	R	1
1	4	2	X	1
4	1	0	W	1
4	1	1	R	1
4	1	2	B	1
4	2	0	W	1
4	2	1	R	1
4	3	0	W	1
4	3	1	R	1
4	3	2	B	1
4	4	0	W	1
4	4	1	R	1
5	1	0	W	1
5	2	0	W	1
5	3	0	W	1
5	4	0	W	1
5	6	0	G	1
5	6	1	B	1
5	6	2	G	1
5	6	3	B	1
5	6	4	M	2

33	2
4	2	7	O
1	3	0	X	1
1	3	1	R	1
1	3	2	X	1
1	4	0	X	1
1	4	1	R	1
1	4	2	X	1
4	1	0	W	1
4	1	1	R	1
4	1	2	B	1
4	2	0	W	1
4	2	1	R	1
4	2	2	M	2
4	3	0	W	1
4	3	1	R	1
4	3	2	B	1
4	4	0	W	1
4	4	1	R	1
5	1	0	W	1
5	2	0	W	1
5	3	0	W	1
5	4	0	W	1
5	6	0	G	1
5	6	1	B	1
5	6	2	G	1
5	6	3	B	1

33	3
4	4	7	O
1	3	0	X	1
1	3	1	R	1
1	3	2	X	1
1	4	0	X	1
1	4	1	R	1
1	4	2	X	1
4	1	0	W	1
4	1	1	R	1
4	1	2	B	1
4	2	0	W	1
4	2	1	R	1
4	3	0	W	1
4	3	1	R	1
4	3	2	B	1
4	4	0	W	1
4	4	1	R	1
4	4	2	M	2
5	1	0	W	1
5	2	0	W	1
5	3	0	W	1
5	4	0	W	1
5	6	0	G	1
5	6	1	B	1
5	6	2	G	1
5	6	3	B	1

33	4
1	3	7	O
1	3	0	X	1
1	3	1	R	1
1	3	2	X	1
1	3	3	M	2
1	4	0	X	1
1	4	1	R	1
1	4	2	X	1
4	1	0	W	1
4	1	1	R	1
4	1	2	B	1
4	2	0	W	1
4	2	1	R	1
4	3	0	W	1
4	3	1	R	1
4	3	2	B	1
4	4	0	W	1
4	4	1	R	1
5	1	0	W	1
5	2	0	W	1
5	3	0	W	1
5	4	0	W	1
5	6	0	G	1
5	6	1	B	1
5	6	2	G	1
5	6	3	B	1

33	5
1	4	7	O
1	3	0	X	1
1	3	1	R	1
1	3	2	X	1
1	4	0	X	1
1	4	1	R	1
1	4	2	X	1
1	4	3	M	2
4	1	0	W	1
4	1	1	R	1
4	1	2	B	1
4	2	0	W	1
4	2	1	R	1
4	3	0	W	1
4	3	1	R	1
4	3	2	B	1
4	4	0	W	1
4	4	1	R	1
5	1	0	W	1
5	2	0	W	1
5	3	0	W	1
5	4	0	W	1
5	6	0	G	1
5	6	1	B	1
5	6	2	G	1
5	6	3	B	1

34	1
4	5	7	O
0	0	0	R	1
0	1	0	R	1
0	2	0	R	1
0	3	0	R	1
0	4	0	R	1
0	5	0	R	1
0	6	0	R	1
0	7	0	G	1
1	0	0	X	1
1	1	0	X	1
1	2	0	X	1
1	3	0	X	1
1	4	0	X	1
1	5	0	X	1
1	6	0	X	1
1	7	0	G	1
2	0	0	X	1
2	1	0	X	1
2	2	0	X	1
2	3	0	X	1
2	4	0	X	1
2	5	0	X	1
2	6	0	X	1
2	7	0	G	1
3	0	0	X	1
3	1	0	X	1
3	2	0	B	1
3	3	0	R	1
3	4	0	B	1
3	5	0	Y	1
3	6	0	X	1
3	7	0	G	1
4	0	0	B	1
4	1	0	B	1
4	2	0	B	1
4	3	0	B	1
4	4	0	B	1
4	5	0	X	1
4	6	0	X	1
4	7	0	G	1
5	0	0	B	1
5	1	0	B	1
5	2	0	B	1
5	3	0	B	1
5	4	0	B	1
5	5	0	X	1
5	6	0	X	1
5	7	0	G	1
6	0	0	B	1
6	1	0	B	1
6	2	0	B	1
6	3	0	B	1
6	4	0	B	1
6	5	0	X	1
6	6	0	X	1
6	7	0	G	1
7	0	0	B	1
7	1	0	B	1
7	2	0	B	1
7	3	0	B	1
7	4	0	B	1
7	5	0	B	1
7	6	0	X	1
7	7	0	G	1

34	2
3	3	7	O
0	0	0	R	1
0	1	0	R	1
0	2	0	R	1
0	3	0	R	1
0	4	0	R	1
0	5	0	R	1
0	6	0	R	1
0	7	0	G	1
1	0	0	X	1
1	1	0	X	1
1	2	0	X	1
1	3	0	X	1
1	4	0	X	1
1	5	0	X	1
1	6	0	X	1
1	7	0	G	1
2	0	0	X	1
2	1	0	X	1
2	2	0	X	1
2	3	0	X	1
2	4	0	X	1
2	5	0	X	1
2	6	0	X	1
2	7	0	G	1
3	0	0	X	1
3	1	0	X	1
3	2	0	B	1
3	3	0	R	1
3	3	1	Y	1
3	4	0	B	1
3	6	0	X	1
3	7	0	G	1
4	0	0	B	1
4	1	0	B	1
4	2	0	B	1
4	3	0	B	1
4	4	0	B	1
4	5	0	X	1
4	6	0	X	1
4	7	0	G	1
5	0	0	B	1
5	1	0	B	1
5	2	0	B	1
5	3	0	B	1
5	4	0	B	1
5	5	0	X	1
5	6	0	X	1
5	7	0	G	1
6	0	0	B	1
6	1	0	B	1
6	2	0	B	1
6	3	0	B	1
6	4	0	B	1
6	5	0	X	1
6	6	0	X	1
6	7	0	G	1
7	0	0	B	1
7	1	0	B	1
7	2	0	B	1
7	3	0	B	1
7	4	0	B	1
7	5	0	B	1
7	6	0	X	1
7	7	0	G	1

34	3
7	0	7	O
0	0	0	R	1
0	1	0	R	1
0	2	0	R	1
0	3	0	R	1
0	4	0	R	1
0	5	0	R	1
0	6	0	R	1
0	7	0	G	1
1	0	0	X	1
1	1	0	X	1
1	2	0	X	1
1	3	0	X	1
1	4	0	X	1
1	5	0	X	1
1	6	0	X	1
1	7	0	G	1
2	0	0	X	1
2	1	0	X	1
2	2	0	X	1
2	3	0	X	1
2	4	0	X	1
2	5	0	X	1
2	6	0	X	1
2	7	0	G	1
3	0	0	X	1
3	1	0	X	1
3	2	0	B	1
3	3	0	R	1
3	4	0	B	1
3	5	0	Y	1
3	6	0	X	1
3	7	0	G	1
4	0	0	B	1
4	1	0	B	1
4	2	0	B	1
4	3	0	B	1
4	4	0	B	1
4	5	0	X	1
4	6	0	X	1
4	7	0	G	1
5	0	0	B	1
5	1	0	B	1
5	2	0	B	1
5	3	0	B	1
5	4	0	B	1
5	5	0	X	1
5	6	0	X	1
5	7	0	G	1
6	0	0	B	1
6	1	0	B	1
6	2	0	B	1
6	3	0	B	1
6	4	0	B	1
6	5	0	X	1
6	6	0	X	1
6	7	0	G	1
7	0	0	B	1
7	0	1	G	1
7	1	0	B	1
7	2	0	B	1
7	3	0	B	1
7	4	0	B	1
7	5	0	B	1
7	6	0	X	1

34	4
3	3	7	O
0	1	0	R	1
0	2	0	R	1
0	3	0	R	1
0	4	0	R	1
0	5	0	R	1
0	6	0	R	1
0	7	0	G	1
1	0	0	X	1
1	1	0	X	1
1	2	0	X	1
1	3	0	X	1
1	4	0	X	1
1	5	0	X	1
1	6	0	X	1
1	7	0	G	1
2	0	0	X	1
2	1	0	X	1
2	2	0	X	1
2	3	0	X	1
2	4	0	X	1
2	5	0	X	1
2	6	0	X	1
2	7	0	G	1
3	0	0	X	1
3	1	0	X	1
3	2	0	B	1
3	3	0	R	1
3	3	1	R	1
3	4	0	B	1
3	5	0	Y	1
3	6	0	X	1
3	7	0	G	1
4	0	0	B	1
4	1	0	B	1
4	2	0	B	1
4	3	0	B	1
4	4	0	B	1
4	5	0	X	1
4	6	0	X	1
4	7	0	G	1
5	0	0	B	1
5	1	0	B	1
5	2	0	B	1
5	3	0	B	1
5	4	0	B	1
5	5	0	X	1
5	6	0	X	1
5	7	0	G	1
6	0	0	B	1
6	1	0	B	1
6	2	0	B	1
6	3	0	B	1
6	4	0	B	1
6	5	0	X	1
6	6	0	X	1
6	7	0	G	1
7	0	0	B	1
7	1	0	B	1
7	2	0	B	1
7	3	0	B	1
7	4	0	B	1
7	5	0	B	1
7	6	0	X	1
7	7	0	G	1

34	5
0	7	7	O
0	0	0	R	1
0	1	0	R	1
0	2	0	R	1
0	3	0	R	1
0	4	0	R	1
0	5	0	R	1
0	6	0	R	1
0	7	0	G	1
0	7	1	B	1
1	0	0	X	1
1	1	0	X	1
1	2	0	X	1
1	3	0	X	1
1	4	0	X	1
1	5	0	X	1
1	6	0	X	1
1	7	0	G	1
2	0	0	X	1
2	1	0	X	1
2	2	0	X	1
2	3	0	X	1
2	4	0	X	1
2	5	0	X	1
2	6	0	X	1
2	7	0	G	1
3	0	0	X	1
3	1	0	X	1
3	2	0	B	1
3	3	0	R	1
3	4	0	B	1
3	5	0	Y	1
3	6	0	X	1
3	7	0	G	1
4	0	0	B	1
4	1	0	B	1
4	2	0	B	1
4	3	0	B	1
4	4	0	B	1
4	5	0	X	1
4	6	0	X	1
4	7	0	G	1
5	0	0	B	1
5	1	0	B	1
5	2	0	B	1
5	3	0	B	1
5	4	0	B	1
5	5	0	X	1
5	6	0	X	1
5	7	0	G	1
6	0	0	B	1
6	1	0	B	1
6	2	0	B	1
6	3	0	B	1
6	4	0	B	1
6	5	0	X	1
6	6	0	X	1
6	7	0	G	1
7	0	0	B	1
7	1	0	B	1
7	2	0	B	1
7	3	0	B	1
7	4	0	B	1
7	6	0	X	1
7	7	0	G	1

35	1
6	6	7	O
0	0	0	R	1
0	1	0	R	1
0	2	0	R	1
0	3	0	R	1
0	4	0	R	1
0	5	0	R	1
0	6	0	R	1
0	7	0	R	1
1	0	0	R	1
1	1	0	R	1
1	2	0	R	1
1	3	0	R	1
1	4	0	R	1
1	5	0	R	1
1	6	0	R	1
1	7	0	R	1
2	0	0	R	1
2	1	0	R	1
2	2	0	Y	1
2	3	0	Y	1
2	4	0	Y	1
2	5	0	Y	1
2	6	0	X	1
2	7	0	Y	1
3	0	0	R	1
3	1	0	R	1
3	2	0	Y	1
3	3	0	Y	1
3	4	0	Y	1
3	5	0	Y	1
3	6	0	Y	1
3	7	0	Y	1
4	0	0	R	1
4	1	0	R	1
4	2	0	B	1
4	3	0	B	1
4	4	0	B	1
4	5	0	B	1
4	6	0	B	1
4	7	0	B	1
5	0	0	R	1
5	1	0	R	1
5	2	0	B	1
5	3	0	B	1
5	4	0	B	1
5	5	0	B	1
5	6	0	C	1
5	6	1	C	1
5	6	2	C	1
5	6	3	M	2
5	7	0	B	1
6	0	0	R	1
6	1	0	R	1
6	2	0	G	1
6	3	0	G	1
6	4	0	G	1
6	5	0	G	1
6	6	0	G	1
6	7	0	G	1
7	0	0	R	1
7	1	0	R	1
7	2	0	G	1
7	3	0	G	1
7	4	0	G	1
7	5	0	G	1
7	6	0	X	1
7	7	0	G	1

35	2
7	6	7	O
0	0	0	R	1
0	1	0	R	1
0	2	0	R	1
0	3	0	R	1
0	4	0	R	1
0	5	0	R	1
0	6	0	R	1
0	7	0	R	1
1	0	0	R	1
1	1	0	R	1
1	2	0	R	1
1	3	0	R	1
1	4	0	R	1
1	5	0	R	1
1	6	0	R	1
1	7	0	R	1
2	0	0	R	1
2	1	0	R	1
2	2	0	Y	1
2	3	0	Y	1
2	4	0	Y	1
2	5	0	Y	1
2	6	0	X	1
2	7	0	Y	1
3	0	0	R	1
3	1	0	R	1
3	2	0	Y	1
3	3	0	Y	1
3	4	0	Y	1
3	5	0	Y	1
3	6	0	Y	1
3	7	0	Y	1
4	0	0	R	1
4	1	0	R	1
4	2	0	B	1
4	3	0	B	1
4	4	0	B	1
4	5	0	B	1
4	6	0	B	1
4	7	0	B	1
5	0	0	R	1
5	1	0	R	1
5	2	0	B	1
5	3	0	B	1
5	4	0	B	1
5	5	0	B	1
5	6	0	C	1
5	6	1	C	1
5	6	2	C	1
5	7	0	B	1
6	0	0	R	1
6	1	0	R	1
6	2	0	G	1
6	3	0	G	1
6	4	0	G	1
6	5	0	G	1
6	6	0	G	1
6	7	0	G	1
7	0	0	R	1
7	1	0	R	1
7	2	0	G	1
7	3	0	G	1
7	4	0	G	1
7	5	0	G	1
7	6	0	X	1
7	6	1	M	2
7	7	0	G	1

35	3
2	6	7	O
0	0	0	R	1
0	1	0	R	1
0	2	0	R	1
0	3	0	R	1
0	4	0	R	1
0	5	0	R	1
0	6	0	R	1
0	7	0	R	1
1	0	0	R	1
1	1	0	R	1
1	2	0	R	1
1	3	0	R	1
1	4	0	R	1
1	5	0	R	1
1	6	0	R	1
1	7	0	R	1
2	0	0	R	1
2	1	0	R	1
2	2	0	Y	1
2	3	0	Y	1
2	4	0	Y	1
2	5	0	Y	1
2	6	0	X	1
2	6	1	M	2
2	7	0	Y	1
3	0	0	R	1
3	1	0	R	1
3	2	0	Y	1
3	3	0	Y	1
3	4	0	Y	1
3	5	0	Y	1
3	6	0	Y	1
3	7	0	Y	1
4	0	0	R	1
4	1	0	R	1
4	2	0	B	1
4	3	0	B	1
4	4	0	B	1
4	5	0	B	1
4	6	0	B	1
4	7	0	B	1
5	0	0	R	1
5	1	0	R	1
5	2	0	B	1
5	3	0	B	1
5	4	0	B	1
5	5	0	B	1
5	6	0	C	1
5	6	1	C	1
5	6	2	C	1
5	7	0	B	1
6	0	0	R	1
6	1	0	R	1
6	2	0	G	1
6	3	0	G	1
6	4	0	G	1
6	5	0	G	1
6	6	0	G	1
6	7	0	G	1
7	0	0	R	1
7	1	0	R	1
7	2	0	G	1
7	3	0	G	1
7	4	0	G	1
7	5	0	G	1
7	6	0	X	1
7	7	0	G	1

35	4
0	0	7	O
0	0	0	R	1
0	0	1	M	2
0	1	0	R	1
0	2	0	R	1
0	3	0	R	1
0	4	0	R	1
0	5	0	R	1
0	6	0	R	1
0	7	0	R	1
1	0	0	R	1
1	1	0	R	1
1	2	0	R	1
1	3	0	R	1
1	4	0	R	1
1	5	0	R	1
1	6	0	R	1
1	7	0	R	1
2	0	0	R	1
2	1	0	R	1
2	2	0	Y	1
2	3	0	Y	1
2	4	0	Y	1
2	5	0	Y	1
2	6	0	X	1
2	7	0	Y	1
3	0	0	R	1
3	1	0	R	1
3	2	0	Y	1
3	3	0	Y	1
3	4	0	Y	1
3	5	0	Y	1
3	6	0	Y	1
3	7	0	Y	1
4	0	0	R	1
4	1	0	R	1
4	2	0	B	1
4	3	0	B	1
4	4	0	B	1
4	5	0	B	1
4	6	0	B	1
4	7	0	B	1
5	0	0	R	1
5	1	0	R	1
5	2	0	B	1
5	3	0	B	1
5	4	0	B	1
5	5	0	B	1
5	6	0	C	1
5	6	1	C	1
5	6	2	C	1
5	7	0	B	1
6	0	0	R	1
6	1	0	R	1
6	2	0	G	1
6	3	0	G	1
6	4	0	G	1
6	5	0	G	1
6	6	0	G	1
6	7	0	G	1
7	0	0	R	1
7	1	0	R	1
7	2	0	G	1
7	3	0	G	1
7	4	0	G	1
7	5	0	G	1
7	6	0	X	1
7	7	0	G	1

35	5
7	7	7	O
0	0	0	R	1
0	1	0	R	1
0	2	0	R	1
0	3	0	R	1
0	4	0	R	1
0	5	0	R	1
0	6	0	R	1
0	7	0	R	1
1	0	0	R	1
1	1	0	R	1
1	2	0	R	1
1	3	0	R	1
1	4	0	R	1
1	5	0	R	1
1	6	0	R	1
1	7	0	R	1
2	0	0	R	1
2	1	0	R	1
2	2	0	Y	1
2	3	0	Y	1
2	4	0	Y	1
2	5	0	Y	1
2	6	0	X	1
2	7	0	Y	1
3	0	0	R	1
3	1	0	R	1
3	2	0	Y	1
3	3	0	Y	1
3	4	0	Y	1
3	5	0	Y	1
3	6	0	Y	1
3	7	0	Y	1
4	0	0	R	1
4	1	0	R	1
4	2	0	B	1
4	3	0	B	1
4	4	0	B	1
4	5	0	B	1
4	6	0	B	1
4	7	0	B	1
5	0	0	R	1
5	1	0	R	1
5	2	0	B	1
5	3	0	B	1
5	4	0	B	1
5	5	0	B	1
5	6	0	C	1
5	6	1	C	1
5	6	2	C	1
5	7	0	B	1
6	0	0	R	1
6	1	0	R	1
6	2	0	G	1
6	3	0	G	1
6	4	0	G	1
6	5	0	G	1
6	6	0	G	1
6	7	0	G	1
7	0	0	R	1
7	1	0	R	1
7	2	0	G	1
7	3	0	G	1
7	4	0	G	1
7	5	0	G	1
7	6	0	X	1
7	7	0	G	1
7	7	1	M	2

36	1
7	6	7	O
1	3	0	R	1
1	4	0	G	1
1	5	0	R	1
3	3	0	Y	1
3	4	0	G	1
3	5	0	Y	1
5	3	0	B	1
5	4	0	G	1
5	5	0	B	1

36	2
1	4	7	C
1	3	0	R	1
1	4	7	G	1
1	5	0	R	1
3	3	0	Y	1
3	4	0	G	1
3	5	0	Y	1
5	3	0	B	1
5	4	0	G	1
5	5	0	B	1

36	3
3	4	7	C
1	3	0	R	1
1	4	0	G	1
1	5	0	R	1
3	3	0	Y	1
3	4	7	G	1
3	5	0	Y	1
5	3	0	B	1
5	4	0	G	1
5	5	0	B	1

36	4
5	4	7	C
1	3	0	R	1
1	4	0	G	1
1	5	0	R	1
3	3	0	Y	1
3	4	0	G	1
3	5	0	Y	1
5	3	0	B	1
5	4	7	G	1
5	5	0	B	1

36	5
5	5	7	C
1	3	0	R	1
1	4	0	G	1
1	5	0	R	1
3	3	0	Y	1
3	4	0	G	1
3	5	0	Y	1
5	3	0	B	1
5	4	0	G	1
5	5	7	B	1

37	1
6	7	7	O
0	0	0	X	1
0	0	1	X	1
0	0	2	X	1
0	1	0	Y	1
0	2	0	Y	1
0	3	0	Y	1
0	4	0	Y	1
0	5	0	Y	1
0	6	0	Y	1
0	7	0	Y	1
1	0	0	Y	1
1	1	0	Y	1
1	2	0	Y	1
1	3	0	Y	1
1	4	0	Y	1
1	5	0	Y	1
1	6	0	Y	1
1	7	0	Y	1
2	0	0	Y	1
2	1	0	Y	1
2	2	0	Y	1
2	3	0	G	1
2	3	1	G	1
2	3	2	G	1
2	3	3	R	1
2	3	4	M	2
2	4	0	Y	1
2	5	0	Y	1
2	6	0	Y	1
2	7	0	Y	1
3	0	0	Y	1
3	1	0	X	1
3	1	1	X	1
3	1	2	X	1
3	2	0	Y	1
3	3	0	Y	1
3	4	0	Y	1
3	5	0	Y	1
3	6	0	B	1
3	6	1	B	1
3	6	2	B	1
3	6	3	R	1
3	6	4	C	2
3	7	0	Y	1
4	0	0	Y	1
4	1	0	Y	1
4	2	0	Y	1
4	3	0	Y	1
4	4	0	Y	1
4	5	0	Y	1
4	6	0	Y	1
4	7	0	Y	1
5	0	0	Y	1
5	1	0	Y	1
5	2	0	Y	1
5	3	0	Y	1
5	4	0	Y	1
5	5	0	Y	1
5	6	0	Y	1
5	7	0	Y	1
6	0	0	Y	1
6	1	0	Y	1
6	2	0	B	1
6	2	1	B	1
6	2	2	B	1
6	2	3	R	1
6	2	4	C	2
6	3	0	Y	1
6	4	0	Y	1
6	5	0	Y	1
6	6	0	G	1
6	6	1	G	1
6	6	2	G	1
6	7	0	Y	1
7	0	0	Y	1
7	1	0	Y	1
7	2	0	Y	1
7	3	0	Y	1
7	4	0	Y	1
7	5	0	Y	1
7	6	0	Y	1
7	7	0	Y	1

37	2
6	6	7	O
0	0	0	X	1
0	0	1	X	1
0	0	2	X	1
0	1	0	Y	1
0	2	0	Y	1
0	3	0	Y	1
0	4	0	Y	1
0	5	0	Y	1
0	6	0	Y	1
0	7	0	Y	1
1	0	0	Y	1
1	1	0	Y	1
1	2	0	Y	1
1	3	0	Y	1
1	4	0	Y	1
1	5	0	Y	1
1	6	0	Y	1
1	7	0	Y	1
2	0	0	Y	1
2	1	0	Y	1
2	2	0	Y	1
2	3	0	G	1
2	3	1	G	1
2	3	2	G	1
2	3	3	R	1
2	3	4	M	2
2	4	0	Y	1
2	5	0	Y	1
2	6	0	Y	1
2	7	0	Y	1
3	0	0	Y	1
3	1	0	X	1
3	1	1	X	1
3	1	2	X	1
3	2	0	Y	1
3	3	0	Y	1
3	4	0	Y	1
3	5	0	Y	1
3	6	0	B	1
3	6	1	B	1
3	6	2	B	1
3	6	3	R	1
3	7	0	Y	1
4	0	0	Y	1
4	1	0	Y	1
4	2	0	Y	1
4	3	0	Y	1
4	4	0	Y	1
4	5	0	Y	1
4	6	0	Y	1
4	7	0	Y	1
5	0	0	Y	1
5	1	0	Y	1
5	2	0	Y	1
5	3	0	Y	1
5	4	0	Y	1
5	5	0	Y	1
5	6	0	Y	1
5	7	0	Y	1
6	0	0	Y	1
6	1	0	Y	1
6	2	0	B	1
6	2	1	B	1
6	2	2	B	1
6	2	3	R	1
6	2	4	C	2
6	3	0	Y	1
6	4	0	Y	1
6	5	0	Y	1
6	6	0	G	1
6	6	1	G	1
6	6	2	G	1
6	6	3	C	2
6	7	0	Y	1
7	0	0	Y	1
7	1	0	Y	1
7	2	0	Y	1
7	3	0	Y	1
7	4	0	Y	1
7	5	0	Y	1
7	6	0	Y	1
7	7	0	Y	1

37	3
2	4	6	O
0	0	0	X	1
0	0	1	X	1
0	0	2	X	1
0	0	3	M	2
0	1	0	Y	1
0	2	0	Y	1
0	3	0	Y	1
0	4	0	Y	1
0	5	0	Y	1
0	6	0	Y	1
0	7	0	Y	1
1	0	0	Y	1
1	1	0	Y	1
1	2	0	Y	1
1	3	0	Y	1
1	4	0	Y	1
1	5	0	Y	1
1	6	0	Y	1
1	7	0	Y	1
2	0	0	Y	1
2	1	0	Y	1
2	2	0	Y	1
2	3	0	G	1
